id,text,normalized_text,orig_label,label,label_id
uit_001663,"em sẽ mãi không biết có lúc tôi gọi chỉ để nghe câu "" ai vậy ?""","em sẽ mãi không biết có lúc tôi gọi chỉ để nghe câu "" ai vậy ?""",sadness,sadness,3
uit_000459,"mặc kệ người ta bạn ơi , có tiền mua xe đi thì kệ mẹ thiên hạ","mặc kệ người ta bạn ơi , có tiền mua xe đi thì kệ mẹ thiên hạ",other,neutral,4
uit_000241,chờ tý tao đi thay bỉm xíu tao quay lại .,chờ tý tao đi thay bỉm xíu tao quay lại .,fear,fear,1
uit_005224,1 hình này thấy từ sáng đến giờ trên mấy page rồi 😑😑,1 hình này thấy từ sáng đến giờ trên mấy page rồi 😑😑,other,neutral,4
uit_002172,đéo đùa :)),đéo đùa :)),anger,anger,0
uit_004864,có khi không biết thế nào là tự ái đâu :))),có khi không biết thế nào là tự ái đâu :))),other,neutral,4
uit_003783,per nguy hiểm luôn rình rập xung quanh chúng ta :((,per nguy hiểm luôn rình rập xung quanh chúng ta :((,fear,fear,1
uit_001570,per ngồi ôm bụng cười và liên tưởng đến nhiều nhân vật,per ngồi ôm bụng cười và liên tưởng đến nhiều nhân vật,enjoyment,happiness,2
uit_004144,"con gái mình chỉ vì đến bữa không chịu xuống ăn cơm , cứ du rú trong phòng nên bị bố quát xuống ăn cơm thôi , thế mà nó còn lầm lì vì bị mắng oan đấy","con gái mình chỉ vì đến bữa không chịu xuống ăn cơm , cứ du rú trong phòng nên bị bố quát xuống ăn cơm thôi , thế mà nó còn lầm lì vì bị mắng oan đấy",other,neutral,4
uit_001248,per sau hôm sinh nhật là có cái này . ngon vãi,per sau hôm sinh nhật là có cái này . ngon vãi,enjoyment,happiness,2
uit_002287,tao thích vẽ . nhưng vẽ xấu từ đó chuyển hẳn sang mê chụp ảnh .,tao thích vẽ . nhưng vẽ xấu từ đó chuyển hẳn sang mê chụp ảnh .,enjoyment,happiness,2
uit_001632,"phải chi có ai đối với tao như này ha . nghĩ lại , mình không bằng cả chó . aiyo ....","phải chi có ai đối với tao như này ha . nghĩ lại , mình không bằng cả chó . aiyo ....",sadness,sadness,3
uit_000563,đợi nốt ván đã =)))))))),đợi nốt ván đã =)))))))),enjoyment,happiness,2
uit_002554,hạnh phúc thật :)),hạnh phúc thật :)),enjoyment,happiness,2
uit_000830,chua cay bùi ngọt mặn cái chả có .,chua cay bùi ngọt mặn cái chả có .,other,neutral,4
uit_001385,nhiều lúc sợ bị pê đi,nhiều lúc sợ bị pê đi,fear,fear,1
uit_001205,đã từng xem em là tất cả . mỗi khi mỏi mệt về thấy em và con cười là anh hạnh phúc rồi,đã từng xem em là tất cả . mỗi khi mỏi mệt về thấy em và con cười là anh hạnh phúc rồi,enjoyment,happiness,2
uit_003611,cầu mưa ... mà sao không mưa nhỉ,cầu mưa ... mà sao không mưa nhỉ,other,neutral,4
uit_000381,hiện tại mình chưa người yêu bạn nam nào chưa có người yêu thì lo cua mình đi nhá đến khi mình có người yêu rồi thì đừng hối hận đấy huhu,hiện tại mình chưa người yêu bạn nam nào chưa có người yêu thì lo cua mình đi nhá đến khi mình có người yêu rồi thì đừng hối hận đấy huhu,sadness,sadness,3
uit_003851,chúng mày đã bao giờ bị hất cả cốc nước vào mặt vì mặt không bao giờ tươi cười niềm nở chưa ?,chúng mày đã bao giờ bị hất cả cốc nước vào mặt vì mặt không bao giờ tươi cười niềm nở chưa ?,sadness,sadness,3
uit_003834,"hồi nhỏ hay bị ngỗng rượt , vừa chạy vừa khóc la 🤣🤣","hồi nhỏ hay bị ngỗng rượt , vừa chạy vừa khóc la 🤣🤣",fear,fear,1
uit_004673,nhất là lúc 16h chuẩn bị đến giờ đá bóng . chất rơm đầy bếp cho nó mau chín 🥰🥰 yêu quá thời đó,nhất là lúc 16h chuẩn bị đến giờ đá bóng . chất rơm đầy bếp cho nó mau chín 🥰🥰 yêu quá thời đó,enjoyment,happiness,2
uit_001525,tao cừi tao ỉa 🤣🤣🤣,tao cừi tao ỉa 🤣🤣🤣,enjoyment,happiness,2
uit_003144,e lên mang câu chuyện này đi thi thách thức danh hài . rất duyên,e lên mang câu chuyện này đi thi thách thức danh hài . rất duyên,enjoyment,happiness,2
uit_005119,per coi chừng bị vậy nha chưa haha,per coi chừng bị vậy nha chưa haha,enjoyment,happiness,2
uit_003581,per đi làm công tình yêu cẩn thận ăn uống nhé,per đi làm công tình yêu cẩn thận ăn uống nhé,other,neutral,4
uit_003031,"thiện tai , thế giới này khi nào mới được yên bình","thiện tai , thế giới này khi nào mới được yên bình",fear,fear,1
uit_003254,"em đi xe đạp , có gửi bao giờ đâu mà biết bác ơiii","em đi xe đạp , có gửi bao giờ đâu mà biết bác ơiii",other,neutral,4
uit_000329,per ôi cái bếp một thời chinh chiến,per ôi cái bếp một thời chinh chiến,enjoyment,happiness,2
uit_000907,"phàm là việc đại sự trong thiên hạ , cứ về hỏi vợ . vợ bảo sao thì làm ngược lại . ắt thành công !!!","phàm là việc đại sự trong thiên hạ , cứ về hỏi vợ . vợ bảo sao thì làm ngược lại . ắt thành công !!!",other,neutral,4
uit_003328,""" học từ bỏ những thứ trời không cho "" nói thì dễ nhưng nhiều lúc quyết tâm lắm vẫn không làm được .. 😢😢😢",""" học từ bỏ những thứ trời không cho "" nói thì dễ nhưng nhiều lúc quyết tâm lắm vẫn không làm được .. 😢😢😢",sadness,sadness,3
uit_000860,nuôi sao mà trông béo tốt thế kia :v chỉ bí quyết đi,nuôi sao mà trông béo tốt thế kia :v chỉ bí quyết đi,other,neutral,4
uit_000339,"per trong vòng 4 tháng chắc anh chụp hơn trăm tấm , huhu , sợ quá 😱😱😱😢😢😢","per trong vòng 4 tháng chắc anh chụp hơn trăm tấm , huhu , sợ quá 😱😱😱😢😢😢",fear,fear,1
uit_000505,em tìm link phim mà sao nó ra phim khác chứ không phải phim này zay mọi người 😞,em tìm link phim mà sao nó ra phim khác chứ không phải phim này zay mọi người 😞,sadness,sadness,3
uit_002104,con này là con lợn hay con gấu hay con ong vậy ????,con này là con lợn hay con gấu hay con ong vậy ????,other,neutral,4
uit_002505,"đánh bố mày như này xem , bố túm được 1 con bố xiên chết cụ mày","đánh bố mày như này xem , bố túm được 1 con bố xiên chết cụ mày",anger,anger,0
uit_002732,per đã hiểu tại sao thằng bạn mình đam mê gym .. thì ra đây là nơi nó được sống thật với giới tính của mình ..🤣🤣🤣,per đã hiểu tại sao thằng bạn mình đam mê gym .. thì ra đây là nơi nó được sống thật với giới tính của mình ..🤣🤣🤣,enjoyment,happiness,2
uit_003262,bảo ba mẹ dẫn đi bác sĩ ngay đi,bảo ba mẹ dẫn đi bác sĩ ngay đi,other,neutral,4
uit_001049,"đúng . làm gì không quan trọng , quan trọng là bạn làm điều đó với ai","đúng . làm gì không quan trọng , quan trọng là bạn làm điều đó với ai",other,neutral,4
uit_004941,công nhận chữ đẹp . 🤧,công nhận chữ đẹp . 🤧,enjoyment,happiness,2
uit_001885,:))) bố mày nghi nghi rồi . tắt loa auto sáng suốt :))),:))) bố mày nghi nghi rồi . tắt loa auto sáng suốt :))),other,neutral,4
uit_003287,"200 năm xây dựng , tồn tại 800 năm , thật là tiếc cho nước pháp .","200 năm xây dựng , tồn tại 800 năm , thật là tiếc cho nước pháp .",sadness,sadness,3
uit_004840,thật chứ thấy bạn nam kia cứu con chó không cần nhìn mặt cũng biết đẹp trai rồi 😆,thật chứ thấy bạn nam kia cứu con chó không cần nhìn mặt cũng biết đẹp trai rồi 😆,enjoyment,happiness,2
uit_002876,được đấy tao thích,được đấy tao thích,enjoyment,happiness,2
uit_001001,ý tưởng hay đáy chứ,ý tưởng hay đáy chứ,enjoyment,happiness,2
uit_003856,còn 1 tháng nữa thôi khép lại những ngày tháng vui buồn nhưng luôn có người bên cạnh sẻ chia không lo lắng của tuổi thanh xuân cái tuổi đẹp nhất của cng,còn 1 tháng nữa thôi khép lại những ngày tháng vui buồn nhưng luôn có người bên cạnh sẻ chia không lo lắng của tuổi thanh xuân cái tuổi đẹp nhất của cng,enjoyment,happiness,2
uit_001030,vl bố tao đang ở đây mà chắc sáng mai mới về mất ??,vl bố tao đang ở đây mà chắc sáng mai mới về mất ??,fear,fear,1
uit_002293,"và nếu có 1 người yêu mà chơi với nhiều thằng con trai thì hãy cẩn thận , mày có thể bị cắm sừng khi nào không hay","và nếu có 1 người yêu mà chơi với nhiều thằng con trai thì hãy cẩn thận , mày có thể bị cắm sừng khi nào không hay",other,neutral,4
uit_003374,em hết ngáo rồi nha =))),em hết ngáo rồi nha =))),enjoyment,happiness,2
uit_004423,xem đến cuối video mà vẫn đéo biết con nhỏ đó muốn gì . dài dòng vãi,xem đến cuối video mà vẫn đéo biết con nhỏ đó muốn gì . dài dòng vãi,anger,anger,0
uit_002625,xem giải trí thật,xem giải trí thật,enjoyment,happiness,2
uit_003324,nhưng nó sẽ to và rộng ra :(,nhưng nó sẽ to và rộng ra :(,sadness,sadness,3
uit_000814,tuổi lồn hù được bố m,tuổi lồn hù được bố m,fear,fear,1
uit_000315,"ngày xưa nhà nuôi mấy con điên này cái giọng thì đã khó nghe thì chớ suốt ngày ngoạc ra , hễ về đến nhà là thấy giọng bọn n đầu tiên . xong cho ăn , rõ ràng là cho n ăn đàng hoàng mà đến n + 1 lần bị n mổ với đuổi bợt mạng . chốt là tao ghét cái bọn nì dã man . ám ảnh cả 1 tuổi thơ :(( cái thứ yêu nghiệt .","ngày xưa nhà nuôi mấy con điên này cái giọng thì đã khó nghe thì chớ suốt ngày ngoạc ra , hễ về đến nhà là thấy giọng bọn n đầu tiên . xong cho ăn , rõ ràng là cho n ăn đàng hoàng mà đến n + 1 lần bị n mổ với đuổi bợt mạng . chốt là tao ghét cái bọn nì dã man . ám ảnh cả 1 tuổi thơ :(( cái thứ yêu nghiệt .",fear,fear,1
uit_003093,đéo hiểu,đéo hiểu,other,neutral,4
uit_002613,lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười,lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười,sadness,sadness,3
uit_000111,em đi bộ chết mẹ đây này,em đi bộ chết mẹ đây này,sadness,sadness,3
uit_001473,không sao đâu :) bệnh này lây qua đường tình bạn,không sao đâu :) bệnh này lây qua đường tình bạn,other,neutral,4
uit_001247,đây mới là công an của nhân dân việt nam cảm ơn bạn nhiều điều tốt đẹp hơn nhé vanew,đây mới là công an của nhân dân việt nam cảm ơn bạn nhiều điều tốt đẹp hơn nhé vanew,enjoyment,happiness,2
uit_001554,hôm nay đi qua vẫn thấy nói chuyện thải chảy thẳng ra sông thì bao giờ mới sạch được ... haiz,hôm nay đi qua vẫn thấy nói chuyện thải chảy thẳng ra sông thì bao giờ mới sạch được ... haiz,sadness,sadness,3
uit_000380,"chỉ cần đủ quan trọng , họ sẽ làm tất cả những gì bạn thấy vui .","chỉ cần đủ quan trọng , họ sẽ làm tất cả những gì bạn thấy vui .",other,neutral,4
uit_002603,động lực của phan con gái,động lực của phan con gái,enjoyment,happiness,2
uit_004934,per không bao giờ quên được hihi,per không bao giờ quên được hihi,enjoyment,happiness,2
uit_003079,bao năm ăn học ở trg mà các vị làm vài vụ như thế nào 1 năm thì lại vui quá . vks ạ,bao năm ăn học ở trg mà các vị làm vài vụ như thế nào 1 năm thì lại vui quá . vks ạ,other,neutral,4
uit_001834,"đấy , nó đấy . con tim tao đau quá .","đấy , nó đấy . con tim tao đau quá .",sadness,sadness,3
uit_002509,giả sử mà bị thằng nào bỏ túi cả lọ nó có chửi không nhỉ,giả sử mà bị thằng nào bỏ túi cả lọ nó có chửi không nhỉ,other,neutral,4
uit_002291,nên là có sắp chết tao cũng đéo kể cho ai nghe :))),nên là có sắp chết tao cũng đéo kể cho ai nghe :))),other,neutral,4
uit_004756,bố không thích nộp đấy mày thích ý kiến không,bố không thích nộp đấy mày thích ý kiến không,anger,anger,0
uit_003529,per giờ thằng gù nhà thờ chạy đi đâu đây :(,per giờ thằng gù nhà thờ chạy đi đâu đây :(,sadness,sadness,3
uit_003300,tao mà biết tụi bây là mấy con đĩ nào tao nhổ lông lồn tao lắc hai cái mép lồn chết mẹ tụi bây 🙂,tao mà biết tụi bây là mấy con đĩ nào tao nhổ lông lồn tao lắc hai cái mép lồn chết mẹ tụi bây 🙂,anger,anger,0
uit_001915,"t xem cái này từ lâu lâu lâu rồi cơ , đéo bất ngờ gì cạ 😕","t xem cái này từ lâu lâu lâu rồi cơ , đéo bất ngờ gì cạ 😕",other,neutral,4
uit_002776,per coi phim này chắc chết luôn trong rạp 😂,per coi phim này chắc chết luôn trong rạp 😂,fear,fear,1
uit_001310,làm ở đâu không quan trọng . quan trọng là có chị em tốt để tạo nghiệp :)))),làm ở đâu không quan trọng . quan trọng là có chị em tốt để tạo nghiệp :)))),enjoyment,happiness,2
uit_003154,"hồi xưa , giờ yêu kiểu người lớn cơ mà","hồi xưa , giờ yêu kiểu người lớn cơ mà",other,neutral,4
uit_005117,thằng đoạn cuối mặc áo hồng đang định gải đít nhưng vì thấy rắn nên anh ấy đã hết ngứa,thằng đoạn cuối mặc áo hồng đang định gải đít nhưng vì thấy rắn nên anh ấy đã hết ngứa,enjoyment,happiness,2
uit_002317,"đi qua hết rồi mới nhận ra cấp 3 là thời tươi đẹp nhất của mình . ở đó có bố mẹ luôn đồng hành , có tình yêu học trò , có nghịch ngợm trốn học ... là quãng thời gian hồn nhiên vui vẻ nhất .","đi qua hết rồi mới nhận ra cấp 3 là thời tươi đẹp nhất của mình . ở đó có bố mẹ luôn đồng hành , có tình yêu học trò , có nghịch ngợm trốn học ... là quãng thời gian hồn nhiên vui vẻ nhất .",enjoyment,happiness,2
uit_002389,có ý định nhai hết hộp kẹo điểm danh đi 😌😌,có ý định nhai hết hộp kẹo điểm danh đi 😌😌,other,neutral,4
uit_002252,chẳng những hư xe mà còn bị phạt nặng nữa,chẳng những hư xe mà còn bị phạt nặng nữa,sadness,sadness,3
uit_004977,per tao thấy mấy ảnh thật đẹp trai,per tao thấy mấy ảnh thật đẹp trai,enjoyment,happiness,2
uit_004559,chồng tương lai lại nuôi vợ thằng khác,chồng tương lai lại nuôi vợ thằng khác,sadness,sadness,3
uit_002602,bộ cuối nhìn đau lòng thật :(,bộ cuối nhìn đau lòng thật :(,sadness,sadness,3
uit_002440,dume tao vừa mất 2 phút nhãm nhất cuộc đời tao 😒😒😒,dume tao vừa mất 2 phút nhãm nhất cuộc đời tao 😒😒😒,anger,anger,0
uit_001029,tình cờ gặp nó và đột nhiên cắm mặt bỏ chạy như điên,tình cờ gặp nó và đột nhiên cắm mặt bỏ chạy như điên,fear,fear,1
uit_003595,một câu chuyện bi đát :((,một câu chuyện bi đát :((,sadness,sadness,3
uit_000486,thua sự mặt dày của khách nên cho một xíu . :v,thua sự mặt dày của khách nên cho một xíu . :v,other,neutral,4
uit_004386,"chuẩn thế còn gì , phải có uy tín trong nghề mới thành công được","chuẩn thế còn gì , phải có uy tín trong nghề mới thành công được",enjoyment,happiness,2
uit_002076,lớp chúng mình rất rất vui anh em ta chan hòa tình thân =))),lớp chúng mình rất rất vui anh em ta chan hòa tình thân =))),enjoyment,happiness,2
uit_002073,xiên chết cụ nó đi,xiên chết cụ nó đi,anger,anger,0
uit_003258,có khi nào mình thích anh hàng xóm vì mình thích con mèo nhà anh không nhỉ :<,có khi nào mình thích anh hàng xóm vì mình thích con mèo nhà anh không nhỉ :<,enjoyment,happiness,2
uit_005204,mấy thằng mặt địt . chim chưa mọc đủ lông mà lông đã ăn vào tận não chúng mày rồi . đm chúng mày,mấy thằng mặt địt . chim chưa mọc đủ lông mà lông đã ăn vào tận não chúng mày rồi . đm chúng mày,anger,anger,0
uit_004672,phim hay từng chi tiết . nếu bạn tập trung xem để ý và hiểu từng chi tiết thì bạn sẽ nể phục những người làm phim biết chừng nào .,phim hay từng chi tiết . nếu bạn tập trung xem để ý và hiểu từng chi tiết thì bạn sẽ nể phục những người làm phim biết chừng nào .,enjoyment,happiness,2
uit_000698,gắn bó thời sinh viên nè,gắn bó thời sinh viên nè,enjoyment,happiness,2
uit_000562,gãy tay,gãy tay,sadness,sadness,3
uit_002452,t thua cả đứa con nít nữa ám ảnh vãi,t thua cả đứa con nít nữa ám ảnh vãi,sadness,sadness,3
uit_000463,tao đang chờ xem bà ấy được nghe nhạc ý mà hết video 🤣,tao đang chờ xem bà ấy được nghe nhạc ý mà hết video 🤣,enjoyment,happiness,2
uit_002681,:)) đéo hiểu sao mấy phim truyền hình của ấn xl vãi mà phim như thế nào thì lại qá hay,:)) đéo hiểu sao mấy phim truyền hình của ấn xl vãi mà phim như thế nào thì lại qá hay,enjoyment,happiness,2
uit_002898,"hí hí . tiến sĩ cừu , thạc sĩ cừu ... chẹp chẹp 😃","hí hí . tiến sĩ cừu , thạc sĩ cừu ... chẹp chẹp 😃",enjoyment,happiness,2
uit_003061,đây là 1 câu chuyện buồn,đây là 1 câu chuyện buồn,sadness,sadness,3
uit_000297,với tôi là gia đình và sự hận thù .,với tôi là gia đình và sự hận thù .,other,neutral,4
uit_004643,a độc thân nè không có ai để nắm tay gọi là thử coi .. hihihi chúc em luon vui ve em nhé ...,a độc thân nè không có ai để nắm tay gọi là thử coi .. hihihi chúc em luon vui ve em nhé ...,enjoyment,happiness,2
uit_002680,chị lỡ mất 1 nhịp tim vì cưng đấy ❤️❤️❤️,chị lỡ mất 1 nhịp tim vì cưng đấy ❤️❤️❤️,enjoyment,happiness,2
uit_004881,"sời , lừa làm sao được tao :))","sời , lừa làm sao được tao :))",enjoyment,happiness,2
uit_003506,ui đáng yêu gheê,ui đáng yêu gheê,enjoyment,happiness,2
uit_002518,hè về chỉ thích ăn cái này .,hè về chỉ thích ăn cái này .,enjoyment,happiness,2
uit_004364,tình phụ tử đúng là vô hạn,tình phụ tử đúng là vô hạn,other,neutral,4
uit_005108,chưa 1 lần vấn vương thời c3 =)),chưa 1 lần vấn vương thời c3 =)),other,neutral,4
uit_004983,cay và đắng nghe mấy ông lớn tuổi toàn kêu thế thôi,cay và đắng nghe mấy ông lớn tuổi toàn kêu thế thôi,enjoyment,happiness,2
uit_001311,giống chó này hình như không có lông ạ ?? chó nhà em lông rụng đầy nhà .. huhu,giống chó này hình như không có lông ạ ?? chó nhà em lông rụng đầy nhà .. huhu,sadness,sadness,3
uit_002928,tại trà sữa làm tao mập chứ tao có muốn đâu :(,tại trà sữa làm tao mập chứ tao có muốn đâu :(,sadness,sadness,3
uit_001094,thương mấy anh quá mà tao không kiềm được vẫn phải thả haha,thương mấy anh quá mà tao không kiềm được vẫn phải thả haha,enjoyment,happiness,2
uit_004054,ôi vãi mình lên fan cứng rồi cơ 🤗,ôi vãi mình lên fan cứng rồi cơ 🤗,enjoyment,happiness,2
uit_002071,kinh khủng,kinh khủng,fear,fear,1
uit_004839,em mày cách mày bao nhiêu tuổi ?,em mày cách mày bao nhiêu tuổi ?,other,neutral,4
uit_002935,"mấy anh làm video đầu tư ghê , nội dung diễn xuất hay","mấy anh làm video đầu tư ghê , nội dung diễn xuất hay",enjoyment,happiness,2
uit_000561,dume dăm ba cái đứa lông còn chưa mọc đủ bày đặt thể hiện con cặc gì không biết . thêm bà cô giáo óc chó + lão chủ sân nữa,dume dăm ba cái đứa lông còn chưa mọc đủ bày đặt thể hiện con cặc gì không biết . thêm bà cô giáo óc chó + lão chủ sân nữa,anger,anger,0
uit_002263,phải chi có người để giận mình nhỉ :(((,phải chi có người để giận mình nhỉ :(((,sadness,sadness,3
uit_003263,ui cưng quá,ui cưng quá,enjoyment,happiness,2
uit_005263,:)) mọi người bị sao thế ??? thích chơi với mấy đứa như vầy nè :)) hài hước đi chung cười sấp mặt luôn =)))) nhây nhây vầy mới zui chớ ? tự nhiên chửi con nhỏ thấy tội nghiệp 😡,:)) mọi người bị sao thế ??? thích chơi với mấy đứa như vầy nè :)) hài hước đi chung cười sấp mặt luôn =)))) nhây nhây vầy mới zui chớ ? tự nhiên chửi con nhỏ thấy tội nghiệp 😡,enjoyment,happiness,2
uit_002386,ad hỏi thế này thì có khác gì giữa thịt lợn và thịt chó ăn món nào ? ad hỏi thế này là hơi coi thường chị em đó 🤨,ad hỏi thế này thì có khác gì giữa thịt lợn và thịt chó ăn món nào ? ad hỏi thế này là hơi coi thường chị em đó 🤨,anger,anger,0
uit_000099,và khi quay lại nói chuyện với nhau .... biết nói gì giờ huhu,và khi quay lại nói chuyện với nhau .... biết nói gì giờ huhu,sadness,sadness,3
uit_005197,sao mày không ngủ với mẹ mày luôn,sao mày không ngủ với mẹ mày luôn,other,neutral,4
uit_000310,cây này quê tao nhiều lắm nhé . mùa này đi rừng hay gặp nhiều này,cây này quê tao nhiều lắm nhé . mùa này đi rừng hay gặp nhiều này,other,neutral,4
uit_002585,yêu quá đi mất . tuổi thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng được giúp đỡ,yêu quá đi mất . tuổi thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng được giúp đỡ,sadness,sadness,3
uit_003028,"vui thôi đừng vui quá , làm ai cũng ngại","vui thôi đừng vui quá , làm ai cũng ngại",other,neutral,4
uit_002943,chúc mày mau khoẻ nhá chủ thớt ạ =)),chúc mày mau khoẻ nhá chủ thớt ạ =)),enjoyment,happiness,2
uit_004662,chỉ có những người sợ bạn giận bạn buồn thì giận lại mới có hiệu nghiệm thôi,chỉ có những người sợ bạn giận bạn buồn thì giận lại mới có hiệu nghiệm thôi,other,neutral,4
uit_002384,anh nói vậy với em lần nửa đi 🙃,anh nói vậy với em lần nửa đi 🙃,other,neutral,4
uit_004167,đã check rồi lại còn đoán :)) em vui tính giống anh đấy :)),đã check rồi lại còn đoán :)) em vui tính giống anh đấy :)),enjoyment,happiness,2
uit_001778,ăn vào lại thức dậy ở một nơi xa thì bỏ mẹ :)),ăn vào lại thức dậy ở một nơi xa thì bỏ mẹ :)),fear,fear,1
uit_004984,cha mẹ tao còn cãi lộn nhau vì không biết ngày sinh tháng sinh của tao là dương hay âm 😢😢,cha mẹ tao còn cãi lộn nhau vì không biết ngày sinh tháng sinh của tao là dương hay âm 😢😢,sadness,sadness,3
uit_000273,bếp dầu trước kia tôi đã thuờg dùng,bếp dầu trước kia tôi đã thuờg dùng,other,neutral,4
uit_002459,trai đẹp nó yêu nhâu hết rồi các chế ơi ... tranh thủ quơ được thằng nào quơ đi không thì hết đó kkkk,trai đẹp nó yêu nhâu hết rồi các chế ơi ... tranh thủ quơ được thằng nào quơ đi không thì hết đó kkkk,enjoyment,happiness,2
uit_004124,nhắn mà ấm lòng nhờ :))) ra gặp anh shipper đẹp trai nữa thì chủ thớt rụng hết buồng trứng :))),nhắn mà ấm lòng nhờ :))) ra gặp anh shipper đẹp trai nữa thì chủ thớt rụng hết buồng trứng :))),enjoyment,happiness,2
uit_001497,vì ai cũng có mối quan tâm riêng,vì ai cũng có mối quan tâm riêng,other,neutral,4
uit_002959,lúc bé mình rất sợ,lúc bé mình rất sợ,fear,fear,1
uit_003492,đây là đồ của per ??? hỏi nua không,đây là đồ của per ??? hỏi nua không,other,neutral,4
uit_003108,dễ thương vầy :>,dễ thương vầy :>,enjoyment,happiness,2
uit_002801,còn mềnh thì ra quán mua bim bim đều chỉ để nhì em mà cười,còn mềnh thì ra quán mua bim bim đều chỉ để nhì em mà cười,enjoyment,happiness,2
uit_004081,chuẩn rồi bác . :)))),chuẩn rồi bác . :)))),enjoyment,happiness,2
uit_000526,tao ghét và tao sợ nó,tao ghét và tao sợ nó,fear,fear,1
uit_002448,lại thanh niên quay phim khúc cuối ra hỏi chị ơi chị có sao không,lại thanh niên quay phim khúc cuối ra hỏi chị ơi chị có sao không,other,neutral,4
uit_003404,nhớ lần nấu cơm thần thánh này không ? per chỉ là mải nghịch nước thôi mà …,nhớ lần nấu cơm thần thánh này không ? per chỉ là mải nghịch nước thôi mà ...,enjoyment,happiness,2
uit_000027,"cv không áp lực , môi trường xung quanh mới dễ tạo áp lực","cv không áp lực , môi trường xung quanh mới dễ tạo áp lực",fear,fear,1
uit_002091,"cổ nhân có câu : thương cho roi , cho vọt - ghét cho ngọt cho bùi . muốn con trở thành người tốt , nhưng gv nghiêm khắc thì lại phản đối . thật không thể hiểu nổi .","cổ nhân có câu : thương cho roi , cho vọt - ghét cho ngọt cho bùi . muốn con trở thành người tốt , nhưng gv nghiêm khắc thì lại phản đối . thật không thể hiểu nổi .",anger,anger,0
uit_001883,hồi xưa còn bị vén tà áo dài nằm lên bàn rồi đánh . chứ quỳ thế này có là gì đâu . giờ mới thấy cảm ơn thầy cô vì hồi đó đã như vậy .,hồi xưa còn bị vén tà áo dài nằm lên bàn rồi đánh . chứ quỳ thế này có là gì đâu . giờ mới thấy cảm ơn thầy cô vì hồi đó đã như vậy .,enjoyment,happiness,2
uit_001935,chi phí kiểm toán và thuê người tổ chức hòa giải chia chác thôi,chi phí kiểm toán và thuê người tổ chức hòa giải chia chác thôi,other,neutral,4
uit_003228,ng ta nuôi vì niềm đam mê,ng ta nuôi vì niềm đam mê,enjoyment,happiness,2
uit_002188,dễ thương ghê . thằng quay phim cũng không phải dạng vừa ^^,dễ thương ghê . thằng quay phim cũng không phải dạng vừa ^^,enjoyment,happiness,2
uit_004170,dume . cuộc đời mày ơi . không làm gì được thì cười cho nó qua đi mày,dume . cuộc đời mày ơi . không làm gì được thì cười cho nó qua đi mày,other,neutral,4
uit_000302,kiểu gì chả chết ? đá to như kia thoát sao nổi ?,kiểu gì chả chết ? đá to như kia thoát sao nổi ?,sadness,sadness,3
uit_003874,"t chẳng muốn phải nói "" suýt nữa thì .."" một lần nào nữa trong đời của nhau nữa đâu ... vì vậy sẽ trân trọng khi người tới .","t chẳng muốn phải nói "" suýt nữa thì .."" một lần nào nữa trong đời của nhau nữa đâu ... vì vậy sẽ trân trọng khi người tới .",sadness,sadness,3
uit_003455,hóng kỉ lục để lông mũi dài tới bụng :)),hóng kỉ lục để lông mũi dài tới bụng :)),other,neutral,4
uit_002358,sai còn không biết sửa còn thích giận lại . cút hộ,sai còn không biết sửa còn thích giận lại . cút hộ,anger,anger,0
uit_000047,đóng cái lồn tao nè chứ đóng,đóng cái lồn tao nè chứ đóng,anger,anger,0
uit_004231,thích thân hình boss rồi nhan 😌,thích thân hình boss rồi nhan 😌,enjoyment,happiness,2
uit_000485,năm nào chả vậy :))),năm nào chả vậy :))),enjoyment,happiness,2
uit_003850,bây giờ gọi hành hiếmkkk,bây giờ gọi hành hiếmkkk,enjoyment,happiness,2
uit_003265,nghiệp hơi nặng nha !. làm hết hồn,nghiệp hơi nặng nha !. làm hết hồn,fear,fear,1
uit_005030,hãy mang cô ấy sang việt nam ngay,hãy mang cô ấy sang việt nam ngay,other,neutral,4
uit_003259,ờ tao tao thông minh thiệt đã dừng lại đúng lúc,ờ tao tao thông minh thiệt đã dừng lại đúng lúc,enjoyment,happiness,2
uit_003468,thế nên bán hàng có tâm là đừng bao giờ nài nỉ khách mua thêm vì biết đâu bạn vô tình làm cho nỗi đau của họ trở nên tồi tệ hơn .,thế nên bán hàng có tâm là đừng bao giờ nài nỉ khách mua thêm vì biết đâu bạn vô tình làm cho nỗi đau của họ trở nên tồi tệ hơn .,sadness,sadness,3
uit_003292,đã tìm ra cụ tổ của những chiếc sừng,đã tìm ra cụ tổ của những chiếc sừng,other,neutral,4
uit_001926,dễ thương quá hà,dễ thương quá hà,enjoyment,happiness,2
uit_004632,sao mình lại không xem được vậy admin 😭,sao mình lại không xem được vậy admin 😭,sadness,sadness,3
uit_001611,mỗi lần chào cờ :)) đậu má dth vãi :v,mỗi lần chào cờ :)) đậu má dth vãi :v,enjoyment,happiness,2
